title,topic_group,skill_groups,skills,grade_low,grade_high,author_id,created_at,figma_link,description,extended_description
Financial Reporting,Finance,Product Analytics,Business Goals Ownership Measuring Progress KPIs,4,5,KcYxc4r2dUhd3fRXMWNreLvh7U52,2024-01-28,https://www.figma.com/file/SABujfIEwzpa1NuWiVS3RR/The-Product-Map-3.1?type=whiteboard&node-id=275-29858&t=aENtCOSbBGKwDMTu-4,Excel in financial reporting. Develop business goals ownership and progress measurement skills in this analytics-driven finance course,"""Financial Reporting"" provides a comprehensive overview of the principles and practices involved in presenting financial information effectively. Situated within the Finance domain, this course delves into the preparation, analysis, and interpretation of financial reports. Participants will explore topics such as balance sheets, income statements, and cash flow statements, gaining insights into how financial data reflects business performance. Skills cultivated include taking ownership of 'Business Goals' to ensure alignment between financial reporting and organizational objectives, as well as proficiency in 'Measuring Progress and KPIs' to evaluate financial performance comprehensively. By course completion, participants will be equipped to prepare accurate and insightful financial reports that facilitate informed decision-making and transparency within the organization."
Requirements Management,Backlog,Analytics Processes,Stakeholder Management Backlog Management,1,4,KcYxc4r2dUhd3fRXMWNreLvh7U52,2024-01-28,https://www.figma.com/file/SABujfIEwzpa1NuWiVS3RR/The-Product-Map-3.1?type=whiteboard&node-id=264-21002&t=aENtCOSbBGKwDMTu-4,Master requirements management. Develop stakeholder management and backlog management skills in this analytics-driven course,"""Requirements Management"" offers a structured approach to handle project requirements effectively. Situated within the Backlog domain, this course provides insights into gathering, documenting, and prioritizing project requirements. Participants will delve into stakeholder management strategies to ensure alignment between project objectives and stakeholder needs. Additionally, they will learn efficient backlog management techniques to organize and prioritize requirements for successful project delivery. Skills cultivated include adept 'Stakeholder Management' to facilitate clear communication and collaboration, along with proficiency in 'Backlog Management' to streamline the development process. By course completion, participants will be equipped with the skills to effectively manage project requirements, leading to improved project outcomes and stakeholder satisfaction."
Stakeholder Analysis,Backlog,Analytics People,Stakeholder Management Communication,3,5,KcYxc4r2dUhd3fRXMWNreLvh7U52,2024-01-28,https://www.figma.com/file/SABujfIEwzpa1NuWiVS3RR/The-Product-Map-3.1?type=whiteboard&node-id=264-21024&t=aENtCOSbBGKwDMTu-4,Refine stakeholder analysis. Cultivate stakeholder management and communication skills in this analytics-driven course,"""Stakeholder Analysis"" provides a structured approach to identify, assess, and manage stakeholders' interests and expectations within a project or initiative. Situated within the Backlog domain, this course equips participants with the tools and techniques to conduct comprehensive stakeholder analyses. Participants will learn to identify key stakeholders, assess their influence and interest levels, and develop tailored communication and engagement strategies. Skills cultivated include adept 'Stakeholder Management' to foster positive relationships and collaboration, alongside effective 'Communication' skills to convey information clearly and address stakeholder needs. By course completion, participants will be equipped to navigate stakeholder dynamics effectively, leading to improved project outcomes and stakeholder satisfaction."
User Story Mapping,Backlog,Processes,Product Vision Planning Backlog Management,1,3,KcYxc4r2dUhd3fRXMWNreLvh7U52,2024-01-28,https://www.figma.com/file/SABujfIEwzpa1NuWiVS3RR/The-Product-Map-3.1?type=whiteboard&node-id=264-20984&t=aENtCOSbBGKwDMTu-4,Master user story mapping. Focus on product vision & planning and backlog management skills in this essential course,"""User Story Mapping"" presents a structured approach to visualizing and organizing user requirements within a project or product development cycle. Positioned within the Backlog domain, this course provides participants with the tools and methodologies to create user story maps effectively. Participants will learn to align user stories with product vision and goals, prioritize features, and plan iterative development cycles. Skills cultivated include developing a clear 'Product Vision & Planning' framework to guide user story mapping exercises and proficient 'Backlog Management' techniques to maintain and refine the user story map over time. By course completion, participants will be equipped to leverage user story mapping as a powerful tool for fostering collaboration, enhancing product understanding, and driving successful project outcomes."
Prioritization,Backlog,Processes,Product Vision Planning Backlog Management,1,5,KcYxc4r2dUhd3fRXMWNreLvh7U52,2024-01-28,https://www.figma.com/file/SABujfIEwzpa1NuWiVS3RR/The-Product-Map-3.1?type=whiteboard&node-id=264-20941&t=aENtCOSbBGKwDMTu-4,Hone prioritization skills. Focus on product vision & planning and backlog management in this crucial course,"""Prioritization"" is a crucial skill in product development and project management, ensuring that the most valuable work is completed first. Situated within the Backlog domain, this course provides participants with the methodologies and techniques to prioritize tasks, features, or user stories effectively. Participants will learn to align prioritization decisions with the overarching 'Product Vision & Planning' framework, considering factors such as business goals, user needs, and technical constraints. Skills cultivated include adept 'Backlog Management' practices to maintain and refine prioritized lists of tasks or features. By course completion, participants will be equipped to make informed prioritization decisions, optimize resource allocation, and maximize the value delivered to stakeholders."
Agile Thinking,Agile,Product Processes,Strategic Impact Product Vision Planning,1,5,KcYxc4r2dUhd3fRXMWNreLvh7U52,2024-01-28,https://www.figma.com/file/SABujfIEwzpa1NuWiVS3RR/The-Product-Map-3.1?type=whiteboard&node-id=183-8585&t=aENtCOSbBGKwDMTu-4,Embrace Agile mindset. Develop strategic impact and product vision & planning skills in this essential Agile course,"""Agile Thinking"" is a foundational exploration of the Agile methodology, emphasizing its principles and mindset for effective project management and product development. Situated within the Agile domain, this course equips participants with the mindset and tools to embrace agility in their work. Participants will delve into Agile principles such as adaptability, collaboration, and continuous improvement, fostering a culture of innovation and responsiveness. Skills cultivated include understanding the 'Strategic Impact' of Agile methodologies on business outcomes and developing a robust 'Product Vision & Planning' framework aligned with Agile principles. By course completion, participants will be empowered to apply Agile thinking to drive successful project outcomes, enhance team collaboration, and deliver value to stakeholders iteratively."
Kanban,Agile,Processes,Product Vision Planning Backlog Management,1,3,KcYxc4r2dUhd3fRXMWNreLvh7U52,2024-01-28,https://www.figma.com/file/SABujfIEwzpa1NuWiVS3RR/The-Product-Map-3.1?type=whiteboard&node-id=183-8760&t=aENtCOSbBGKwDMTu-4,Master Kanban methodology. Focus on product vision & planning and backlog management skills in this specialized Agile course,"""Kanban"" introduces participants to a popular Agile framework focused on visualizing work, limiting work in progress, and maximizing efficiency. Positioned within the Agile domain, this course provides a deep dive into the principles and practices of Kanban methodology. Participants will learn to create and manage Kanban boards, visualize workflow, and optimize processes for continuous improvement. Skills cultivated include developing a clear 'Product Vision & Planning' framework to align Kanban implementation with project goals and proficient 'Backlog Management' techniques to prioritize and manage work items effectively. By course completion, participants will be equipped to implement Kanban methodologies, streamline workflows, and enhance productivity and collaboration within their teams."
Scrum,Agile,Processes,Product Vision Planning Backlog Management,1,3,KcYxc4r2dUhd3fRXMWNreLvh7U52,2024-01-28,https://www.figma.com/file/SABujfIEwzpa1NuWiVS3RR/The-Product-Map-3.1?type=whiteboard&node-id=183-8734&t=aENtCOSbBGKwDMTu-4,Excel in Scrum framework. Focus on product vision & planning and backlog management skills in this foundational Agile course,"""Scrum"" provides a comprehensive understanding of the Scrum framework, a popular Agile methodology for iterative product development. Positioned within the Agile domain, this course delves into the principles, roles, and ceremonies of Scrum. Participants will learn how to facilitate Scrum events, manage product backlogs, and foster collaboration within cross-functional teams. Skills cultivated include developing a clear 'Product Vision & Planning' framework to guide Sprint planning and backlog refinement, as well as proficient 'Backlog Management' techniques to prioritize and groom user stories effectively. By course completion, participants will be empowered to implement Scrum methodologies, drive successful Sprint cycles, and deliver value to stakeholders iteratively."
Scaling,Agile,Product People,Strategic Impact Team Leadership,4,5,KcYxc4r2dUhd3fRXMWNreLvh7U52,2024-01-28,https://www.figma.com/file/SABujfIEwzpa1NuWiVS3RR/The-Product-Map-3.1?type=whiteboard&node-id=183-8782&t=aENtCOSbBGKwDMTu-4,Master Agile scaling. Develop strategic impact and team leadership skills in this advanced Agile course,"""Scaling"" explores strategies and techniques for effectively scaling Agile practices to larger teams and organizations. Situated within the Agile domain, this course delves into the challenges and opportunities of scaling Agile beyond individual teams to entire organizations. Participants will learn to align Agile practices with strategic objectives, foster a culture of continuous improvement, and facilitate collaboration across multiple teams or departments. Skills cultivated include understanding the 'Strategic Impact' of scaling Agile methodologies on organizational outcomes and developing effective 'Team Leadership' skills to support and empower Agile teams at scale. By course completion, participants will be equipped to lead Agile transformations, drive organizational agility, and achieve sustainable growth and success."
Lean Approach,Lean,Processes People,Product Vision Planning Team Leadership,1,3,KcYxc4r2dUhd3fRXMWNreLvh7U52,2024-01-28,https://www.figma.com/file/SABujfIEwzpa1NuWiVS3RR/The-Product-Map-3.1?type=whiteboard&node-id=175-6758&t=aENtCOSbBGKwDMTu-4,Embrace Lean principles. Focus on product vision & planning and team leadership skills in this foundational Lean course,"""Lean Approach"" delves into the principles and practices of Lean methodology, emphasizing efficiency, waste reduction, and continuous improvement. Positioned within the Lean domain, this course provides participants with insights into streamlining processes, optimizing workflows, and maximizing value delivery. Participants will learn to apply Lean principles to product development, project management, and organizational processes. Skills cultivated include developing a clear 'Product Vision & Planning' framework aligned with Lean principles and fostering effective 'Team Leadership' to drive Lean initiatives and empower teams to identify and eliminate waste. By course completion, participants will be equipped to implement Lean methodologies, streamline operations, and drive sustainable improvement across their organizations."
Loss Exposure Identification,Lean,Product,Strategic Impact,3,5,KcYxc4r2dUhd3fRXMWNreLvh7U52,2024-01-28,https://www.figma.com/file/SABujfIEwzpa1NuWiVS3RR/The-Product-Map-3.1?type=whiteboard&node-id=175-6771&t=aENtCOSbBGKwDMTu-4,Identify loss exposure. Develop strategic impact skills in this essential Lean course focused on product enhancement,"""Loss Exposure Identification"" focuses on identifying and mitigating potential losses within business operations, aligning with Lean principles. Situated within the Lean domain, this course equips participants with the tools and techniques to identify areas of waste, inefficiency, or risk exposure within processes. Participants will learn to conduct thorough analyses to uncover potential loss points and develop strategies to mitigate these risks effectively. Skills cultivated include understanding the 'Strategic Impact' of loss exposure identification on organizational outcomes, enabling participants to make informed decisions to enhance efficiency and minimize losses. By course completion, participants will be equipped to proactively address potential risks, optimize processes, and drive continuous improvement within their organizations."
Software Development Lifecycle,Software Development,Processes People,Software Engineering Team Leadership,1,3,KcYxc4r2dUhd3fRXMWNreLvh7U52,2024-01-28,https://www.figma.com/file/SABujfIEwzpa1NuWiVS3RR/The-Product-Map-3.1?type=whiteboard&node-id=474-18678&t=aENtCOSbBGKwDMTu-4,Navigate software lifecycles. Develop software engineering and team leadership skills in this comprehensive development course,"""Software Development Lifecycle"" provides a comprehensive overview of the processes and methodologies involved in developing software from inception to deployment. Positioned within the Software Development domain, this course equips participants with the knowledge and skills to navigate the various stages of the software development lifecycle effectively. Participants will learn about different development methodologies, such as Agile, Waterfall, and DevOps, and how to tailor them to project requirements. Skills cultivated include proficiency in 'Software Engineering' practices to design, develop, and test software solutions, as well as effective 'Team Leadership' to coordinate and empower development teams throughout the lifecycle. By course completion, participants will be equipped to lead successful software development projects, deliver high-quality products, and drive continuous improvement within their development teams."
Frontend,Software Development,Processes,Backlog Management Software Engineering,2,3,KcYxc4r2dUhd3fRXMWNreLvh7U52,2024-01-28,https://www.figma.com/file/SABujfIEwzpa1NuWiVS3RR/The-Product-Map-3.1?type=whiteboard&node-id=479-19387&t=aENtCOSbBGKwDMTu-4,Master frontend development. Focus on backlog management and software engineering skills in this specialized software development course,"""Frontend"" focuses on the development of the user-facing aspects of software applications, covering the design and implementation of user interfaces and experiences. Positioned within the Software Development domain, this course equips participants with the skills and techniques necessary to build engaging and responsive frontend components. Participants will learn about frontend technologies, such as HTML, CSS, and JavaScript, and best practices for creating intuitive user interfaces. Skills cultivated include effective 'Backlog Management' to prioritize and plan frontend development tasks, as well as proficiency in 'Software Engineering' principles to implement frontend features efficiently and maintainable. By course completion, participants will be equipped to design and develop frontend components that meet user needs and contribute to the overall success of software projects."
Backend,Software Development,Processes,Backlog Management Software Engineering,2,3,KcYxc4r2dUhd3fRXMWNreLvh7U52,2024-01-28,https://www.figma.com/file/SABujfIEwzpa1NuWiVS3RR/The-Product-Map-3.1?type=whiteboard&node-id=479-19409&t=aENtCOSbBGKwDMTu-4,Excel in backend development. Focus on backlog management and software engineering skills in this essential software development course,"""Backend"" focuses on the development of the server-side components and logic that power software applications, handling data processing, business logic, and server interactions. Positioned within the Software Development domain, this course equips participants with the skills and techniques necessary to build robust and scalable backend systems. Participants will learn about backend technologies, such as server-side programming languages (e.g., Python, Java, Node.js) and databases (e.g., SQL, NoSQL), and best practices for designing efficient and secure backend architectures. Skills cultivated include effective 'Backlog Management' to prioritize and plan backend development tasks, as well as proficiency in 'Software Engineering' principles to implement backend features efficiently and maintainably. By course completion, participants will be equipped to design and develop backend systems that meet performance, scalability, and security requirements, contributing to the overall success of software projects."
Risk Management Process,Risk Management,Processes People,Product Vision Planning Team Leadership,2,5,KcYxc4r2dUhd3fRXMWNreLvh7U52,2024-01-28,https://www.figma.com/file/SABujfIEwzpa1NuWiVS3RR/The-Product-Map-3.1?type=whiteboard&node-id=148-2840&t=aENtCOSbBGKwDMTu-4,Master risk management. Focus on product vision & planning and team leadership skills in this critical course,"""Risk Management Process"" delves into strategies and methodologies for identifying, assessing, and mitigating risks within projects and organizations. Positioned within the Risk Management domain, this course equips participants with the tools and techniques necessary to proactively manage risks throughout the project lifecycle. Participants will learn to develop risk management plans, conduct risk assessments, and implement risk mitigation strategies effectively. Skills cultivated include developing a clear 'Product Vision & Planning' framework to align risk management activities with project objectives and fostering effective 'Team Leadership' to coordinate risk management efforts and empower teams to address and mitigate risks proactively. By course completion, participants will be equipped to anticipate and manage risks effectively, enhancing project outcomes and organizational resilience."
Risk Control Supportive Concepts,Risk Management,Processes People,Product Vision Planning Team Leadership,3,5,KcYxc4r2dUhd3fRXMWNreLvh7U52,2024-01-28,https://www.figma.com/file/SABujfIEwzpa1NuWiVS3RR/The-Product-Map-3.1?type=whiteboard&node-id=148-2869&t=aENtCOSbBGKwDMTu-4,Enhance risk control. Develop product vision & planning and team leadership skills in this advanced risk management course,"""Risk Control Supportive Concepts"" provides a comprehensive exploration of concepts and strategies that support effective risk control within projects and organizations. Situated within the Risk Management domain, this course equips participants with the knowledge and skills to implement proactive measures to control and mitigate risks throughout the project lifecycle. Participants will learn about various risk control techniques, such as risk avoidance, risk reduction, and risk transfer, and how to apply them in real-world scenarios. Skills cultivated include developing a clear 'Product Vision & Planning' framework to align risk control activities with project objectives and fostering effective 'Team Leadership' to implement risk control measures and empower teams to address and mitigate risks proactively. By course completion, participants will be equipped to implement robust risk control strategies, enhance project outcomes, and strengthen organizational resilience."
Negotiation Strategy,Negotiation,Analytics People,Stakeholder Management Communication,1,5,KcYxc4r2dUhd3fRXMWNreLvh7U52,2024-01-28,https://www.figma.com/file/SABujfIEwzpa1NuWiVS3RR/The-Product-Map-3.1?type=whiteboard&node-id=34409-13813&t=aENtCOSbBGKwDMTu-4,Refine negotiation tactics. Cultivate stakeholder management and communication skills in this analytics-driven negotiation strategy course,"""Negotiation Strategy"" explores the principles and techniques essential for achieving favorable outcomes in negotiations. Positioned within the Negotiation domain, this course equips participants with the skills and insights needed to navigate complex negotiation scenarios effectively. Participants will learn about negotiation frameworks, tactics, and strategies for creating value and resolving conflicts. Skills cultivated include adept 'Stakeholder Management' to understand and address stakeholders' interests and concerns, as well as effective 'Communication' skills to convey messages persuasively and build rapport during negotiations. By course completion, participants will be equipped to develop and implement negotiation strategies that lead to mutually beneficial agreements and strengthened relationships with stakeholders."
Negotiation Tips,Negotiation,People,People Development Communication,1,3,KcYxc4r2dUhd3fRXMWNreLvh7U52,2024-01-28,https://www.figma.com/file/SABujfIEwzpa1NuWiVS3RR/The-Product-Map-3.1?type=whiteboard&node-id=34409-14219&t=aENtCOSbBGKwDMTu-4,Master negotiation essentials. Cultivate people development and communication skills in this focused negotiation tips course,"""Negotiation Tips"" offers practical insights and techniques to enhance negotiation effectiveness. Situated within the Negotiation domain, this course provides participants with actionable strategies for navigating various negotiation scenarios successfully. Participants will learn valuable tips for building rapport, managing emotions, and reaching mutually beneficial agreements. Skills cultivated include fostering 'People Development' by understanding and adapting to different negotiation styles and honing effective 'Communication' skills to articulate interests and influence outcomes positively. By course completion, participants will be equipped with a toolkit of negotiation tips and tactics to leverage in a wide range of negotiation situations, leading to improved outcomes and strengthened relationships with counterparts."
Facilitation,Soft Skills,People,Team Leadership Communication,1,3,KcYxc4r2dUhd3fRXMWNreLvh7U52,2024-01-28,https://www.figma.com/file/SABujfIEwzpa1NuWiVS3RR/The-Product-Map-3.1?type=whiteboard&node-id=34409-13419&t=aENtCOSbBGKwDMTu-4,Excel in facilitation. Cultivate team leadership and communication skills in this essential soft skills course,"""Facilitation"" delves into the art and science of guiding groups towards productive and collaborative outcomes. Situated within the Soft Skills domain, this course equips participants with the skills and techniques needed to facilitate meetings, workshops, and group discussions effectively. Participants will learn how to foster a positive and inclusive environment, manage group dynamics, and encourage participation and engagement. Skills cultivated include effective 'Team Leadership' to guide groups towards common goals and facilitate decision-making processes, as well as adept 'Communication' skills to convey information clearly and build rapport with participants. By course completion, participants will be equipped to lead and facilitate productive and engaging sessions that drive meaningful outcomes and foster collaboration among team members."
Leadership,Soft Skills,People,Team Leadership People Development,1,5,KcYxc4r2dUhd3fRXMWNreLvh7U52,2024-01-28,https://www.figma.com/file/SABujfIEwzpa1NuWiVS3RR/The-Product-Map-3.1?type=whiteboard&node-id=34409-13667&t=aENtCOSbBGKwDMTu-4,Develop leadership prowess. Cultivate team leadership and people development skills in this foundational soft skills course,"""Leadership"" provides a comprehensive exploration of the principles and practices essential for effective leadership in various contexts. Positioned within the Soft Skills domain, this course equips participants with the skills and insights needed to inspire, motivate, and guide individuals and teams towards achieving common goals. Participants will learn about different leadership styles, communication techniques, and strategies for fostering a positive and inclusive work environment. Skills cultivated include proficient 'Team Leadership' to guide and support teams effectively, as well as fostering 'People Development' by nurturing talent, empowering team members, and fostering growth and development. By course completion, participants will be equipped with the knowledge and skills to lead with confidence, drive organizational success, and cultivate high-performing teams."
Team Growth,"Talent, HR",People,People Development Communication,3,5,KcYxc4r2dUhd3fRXMWNreLvh7U52,2024-01-28,https://www.figma.com/file/SABujfIEwzpa1NuWiVS3RR/The-Product-Map-3.1?type=whiteboard&node-id=34409-14761&t=aENtCOSbBGKwDMTu-4,Foster team growth. Develop people development and communication skills in this HR-focused course,"""Team Growth"" focuses on fostering the development and cohesion of teams to achieve their full potential. Positioned within the Talent and HR domain, this course explores strategies and practices for nurturing team dynamics, enhancing collaboration, and maximizing individual and collective performance. Participants will learn techniques for fostering a supportive team culture, resolving conflicts constructively, and leveraging diverse talents and perspectives. Skills cultivated include effective 'People Development' to support the growth and skill enhancement of team members, and adept 'Communication' skills to foster open dialogue and alignment within the team. By course completion, participants will be equipped to cultivate a culture of continuous improvement, drive team effectiveness, and achieve sustainable growth and success."
Performance Management,"Talent, HR",People,People Development Communication,4,5,KcYxc4r2dUhd3fRXMWNreLvh7U52,2024-01-28,https://www.figma.com/file/SABujfIEwzpa1NuWiVS3RR/The-Product-Map-3.1?type=whiteboard&node-id=34409-14776&t=aENtCOSbBGKwDMTu-4,Optimize performance management. Develop people development and communication skills in this essential HR course,"""Performance Management"" is a comprehensive exploration of strategies and techniques for evaluating and enhancing individual and team performance within an organization. Situated within the Talent and HR domain, this course equips participants with the skills and insights needed to establish performance goals, provide constructive feedback, and facilitate professional growth and development. Participants will learn about performance appraisal methods, performance metrics, and effective performance improvement strategies. Skills cultivated include fostering 'People Development' by providing support and guidance to employees in achieving their performance objectives, and leveraging effective 'Communication' to facilitate performance discussions and address performance-related issues. By course completion, participants will be equipped to implement performance management processes that drive employee engagement, productivity, and organizational success."
Skills Assessment,"Talent, HR",People,Team Leadership People Development,3,5,KcYxc4r2dUhd3fRXMWNreLvh7U52,2024-01-28,https://www.figma.com/file/SABujfIEwzpa1NuWiVS3RR/The-Product-Map-3.1?type=whiteboard&node-id=34409-14791&t=aENtCOSbBGKwDMTu-4,Refine skills assessment. Cultivate team leadership and people development skills in this HR-focused course,"""Skills Assessment"" is a comprehensive exploration of evaluating and enhancing the skill sets of individuals within an organization. Positioned within the Talent and HR domain, this course equips participants with the tools and methodologies needed to assess the skills and competencies of employees effectively. Participants will learn about various assessment techniques, such as self-assessment, peer assessment, and competency-based assessments. Skills cultivated include proficient 'Team Leadership' to guide and support employees through the assessment process, as well as fostering 'People Development' by identifying skill gaps and providing opportunities for skill enhancement and professional growth. By course completion, participants will be equipped to conduct thorough skills assessments, provide targeted feedback, and implement strategies to develop and leverage the skills of employees effectively, contributing to organizational success and growth."
